ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Previous_Day_Cash_Level,Location_Type,Holiday_Flag,Special_Event_Flag,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day
18,2025-02-04,1,1,9628.94,6339.74,14184.62,3,0,0,3,1,9369.48
18,2025-02-05,2,2,23832.0,15315.47,12517.62,3,0,0,3,1,22513.12
18,2025-02-06,3,1,10223.55,7895.44,30981.6,3,0,0,1,1,9384.62
18,2025-02-07,4,3,17767.12,15147.92,13290.62,3,0,1,1,1,17908.7
18,2025-02-08,5,2,13084.47,8797.88,23097.26,3,0,0,3,1,13308.37
18,2025-02-09,6,4,9802.96,6519.94,17009.82,3,0,0,3,1,9063.4
18,2025-02-10,0,4,9115.82,6963.41,12743.85,3,0,0,2,1,8316.94
18,2025-02-11,1,4,14338.85,9280.21,11850.57,3,1,0,2,1,14915.78
18,2025-02-12,2,2,10906.29,9126.01,18640.5,3,0,0,2,1,11885.86
18,2025-02-13,3,4,12141.86,8786.03,14178.18,3,0,0,2,1,12955.94
18,2025-02-14,4,4,11075.26,6955.87,15784.41,3,0,0,2,1,11151.42
18,2025-02-15,5,3,13077.53,11284.78,14397.84,3,0,0,3,1,13183.67
18,2025-02-16,6,3,12638.73,7778.16,17000.79,3,0,0,3,1,13119.07
18,2025-02-17,0,3,9698.39,7886.71,16430.34,3,0,0,1,1,9977.44
18,2025-02-18,1,4,8989.4,7087.81,12607.91,3,0,0,2,1,9698.63
18,2025-02-19,2,4,13672.89,12186.59,11686.22,3,1,0,1,1,13808.18
18,2025-02-20,3,3,9629.31,7236.28,17774.75,3,0,0,1,1,10385.44
18,2025-02-21,4,3,12738.81,11371.81,12518.11,3,0,0,1,1,13013.39
18,2025-02-22,5,3,19471.78,14646.85,16560.46,3,1,0,1,1,19397.27
18,2025-02-23,6,1,9131.27,7672.16,25313.32,3,0,0,1,1,9524.55
18,2025-02-24,0,1,11983.95,9853.52,11870.65,3,0,0,1,1,12651.4
18,2025-02-25,1,1,10945.75,8994.26,15579.13,3,0,0,2,1,10864.7
18,2025-02-26,2,4,11614.55,7199.53,14229.48,3,0,0,1,1,11515.75
18,2025-02-27,3,1,10574.57,7610.68,15098.91,3,0,0,2,1,9992.97
18,2025-02-28,4,4,11824.35,7464.26,13746.94,3,0,0,2,1,10978.43
18,2025-03-01,5,3,11299.74,7435.56,15371.66,3,0,0,2,1,10352.53
18,2025-03-02,6,3,9515.99,6415.69,14689.66,3,0,0,1,1,10083.47
18,2025-03-03,0,1,9327.88,6213.4,12370.78,3,0,0,2,1,8812.56
18,2025-03-04,1,1,12169.46,8652.71,12126.24,3,1,0,2,1,12909.06
18,2025-03-05,2,1,10577.79,8863.81,15820.29,3,0,0,3,1,10919.84
18,2025-03-06,3,1,16406.46,14606.66,13751.13,3,0,1,3,1,15084.35
18,2025-03-07,4,3,11995.29,8103.8,21328.4,3,0,0,2,1,10849.14
18,2025-03-08,5,1,11904.94,9803.85,15593.88,3,0,0,1,1,10995.55
18,2025-03-09,6,4,8556.79,6446.06,15476.43,3,0,0,3,1,7800.79
18,2025-03-10,0,4,10882.45,7343.95,11123.83,3,0,0,1,1,10517.31
18,2025-03-11,1,4,12297.91,7833.63,14147.18,3,0,0,3,1,12217.51
18,2025-03-12,2,3,12798.88,7721.92,15987.28,3,0,0,3,1,12366.31
18,2025-03-13,3,4,10713.31,7887.99,16638.54,3,0,0,3,1,11518.35
18,2025-03-14,4,4,11772.93,7807.44,13927.3,3,0,0,1,1,12335.31
18,2025-03-15,5,1,9161.38,6301.58,15304.81,3,0,0,2,1,9382.88
18,2025-03-16,6,3,10826.95,9276.13,11909.79,3,0,0,1,1,9975.2
18,2025-03-17,0,1,8983.89,7592.13,14075.03,3,0,0,1,1,9517.05
18,2025-03-18,1,3,10689.15,8236.57,11679.05,3,0,0,2,1,11174.71
18,2025-03-19,2,1,6371.52,4930.68,13895.89,3,0,0,1,1,6199.21
18,2025-03-20,3,3,10472.3,6328.52,8282.98,3,0,0,3,1,9468.76
18,2025-03-21,4,2,14038.3,11416.11,13613.98,3,0,0,3,1,13069.82
18,2025-03-22,5,1,10844.0,8285.96,18249.78,3,0,0,2,1,11758.35
18,2025-03-23,6,2,10289.56,8373.16,14097.2,3,0,0,1,1,10123.01
18,2025-03-24,0,4,10726.47,7728.27,13376.43,3,0,0,2,1,10540.37
18,2025-03-25,1,2,10854.14,8069.84,13944.41,3,0,0,2,1,11719.73
18,2025-03-26,2,2,9917.95,8845.07,14110.38,3,0,0,1,1,10401.76
18,2025-03-27,3,4,11255.85,9137.22,12893.34,3,0,0,3,1,11705.69
18,2025-03-28,4,1,11972.35,10202.49,14632.6,3,0,0,1,1,12786.25
18,2025-03-29,5,4,11108.9,8857.01,15564.05,3,0,0,1,1,12212.45
18,2025-03-30,6,3,13470.81,10714.71,14441.57,3,1,0,2,1,14739.47
18,2025-03-31,0,2,8804.48,6807.21,17512.05,3,0,0,3,1,8836.62
18,2025-04-01,1,1,8697.3,7352.37,11445.83,3,0,0,1,1,8254.36
18,2025-04-02,2,2,11836.39,8051.91,11306.48,3,0,0,3,1,10966.4
18,2025-04-03,3,3,9581.78,8271.37,15387.31,3,0,0,3,1,9628.96
18,2025-04-04,4,1,9611.64,7050.26,12456.32,3,0,0,1,1,10159.68
18,2025-04-05,5,3,11771.88,8618.72,12495.13,3,0,0,3,1,11435.0
18,2025-04-06,6,3,10600.96,9295.92,15303.44,3,0,0,1,1,10454.53
18,2025-04-07,0,4,11388.59,8643.14,13781.25,3,0,0,1,1,11472.16
18,2025-04-08,1,4,9200.74,6713.67,14805.17,3,0,0,2,1,9619.32
18,2025-04-09,2,1,14575.79,12059.94,11960.96,3,0,1,1,1,14286.61
18,2025-04-10,3,4,11115.22,8809.87,18948.53,3,0,0,1,1,11274.23
18,2025-04-11,4,3,9710.04,7693.25,14449.79,3,0,0,2,1,8743.08
18,2025-04-12,5,3,14832.39,9958.86,12623.05,3,0,0,3,1,14045.9
18,2025-04-13,6,3,10613.9,9419.76,19282.11,3,0,0,2,1,11449.26
18,2025-04-14,0,1,11269.26,8282.31,13798.07,3,0,0,2,1,12052.14
18,2025-04-15,1,4,15979.66,10695.82,14650.04,3,0,1,1,1,15669.36
18,2025-04-16,2,3,8342.68,7292.96,20773.56,3,0,0,3,1,8080.11
18,2025-04-17,3,2,8286.23,6399.01,10845.48,3,0,0,2,1,9080.49
18,2025-04-18,4,2,13598.04,9798.01,10772.1,3,0,0,2,1,13987.77
18,2025-04-19,5,1,11469.92,7183.29,17677.46,3,0,0,1,1,11459.15
18,2025-04-20,6,1,12395.86,10030.92,14910.9,3,0,0,2,1,11999.22
18,2025-04-21,0,2,9890.24,6483.43,16114.62,3,0,0,3,1,10602.23
18,2025-04-22,1,3,7206.33,6383.71,12857.32,3,0,0,1,1,7386.5
18,2025-04-23,2,1,14011.64,11500.04,9368.23,3,1,0,3,1,13523.09
18,2025-04-24,3,3,9919.03,8567.78,18215.13,3,0,0,1,1,9814.08
18,2025-04-25,4,2,20187.67,14604.75,12894.73,3,1,0,3,1,18365.13
18,2025-04-26,5,1,13904.74,8425.8,26243.97,3,0,0,3,1,12809.15
18,2025-04-27,6,4,11668.1,9064.08,18076.16,3,0,0,1,1,12330.0
18,2025-04-28,0,1,10327.04,8501.35,15168.53,3,0,0,2,1,9956.89
18,2025-04-29,1,4,11970.25,8537.39,13425.16,3,0,0,3,1,12669.52
18,2025-04-30,2,1,10123.98,9027.1,15561.33,3,0,0,3,1,10367.54
18,2025-05-01,3,1,12310.35,11034.82,13161.18,3,0,0,2,1,12335.74
18,2025-05-02,4,2,11994.99,9204.4,16003.46,3,0,0,3,1,12777.17
18,2025-05-03,5,1,12122.69,8708.98,15593.48,3,0,0,1,1,12689.57
18,2025-05-04,6,4,12738.81,7878.35,15759.5,3,0,0,1,1,13941.7
18,2025-05-05,0,2,8313.67,6642.8,16560.45,3,0,0,2,1,9083.29
18,2025-05-06,1,1,9903.82,7776.31,10807.77,3,0,0,3,1,10839.95
18,2025-05-07,2,2,8335.81,5797.66,12874.96,3,0,0,3,1,8350.64
18,2025-05-08,3,1,24232.05,17113.9,10836.55,3,0,0,3,1,22371.76
18,2025-05-09,4,4,15078.79,10748.65,31501.66,3,1,0,3,1,13955.76
18,2025-05-10,5,1,15538.98,11236.3,19602.42,3,0,0,1,1,15471.73
18,2025-05-11,6,3,9673.0,8593.57,20200.67,3,0,0,3,1,10520.74
18,2025-05-12,0,2,10917.18,8871.26,12574.9,3,0,0,3,1,10924.72
18,2025-05-13,1,2,15290.39,12851.44,14192.34,3,1,0,2,1,14955.58
18,2025-05-14,2,2,10253.89,6866.93,19877.51,3,0,0,2,1,9683.97
18,2025-05-15,3,2,10845.52,8379.36,13330.06,3,0,0,3,1,11355.8
18,2025-05-16,4,3,14793.16,12079.4,14099.18,3,0,0,1,1,14006.46
18,2025-05-17,5,1,12227.47,8911.96,19231.11,3,0,0,3,1,12004.23
18,2025-05-18,6,4,8216.56,6833.73,15895.72,3,0,0,1,1,8422.61
18,2025-05-19,0,1,8457.84,5451.97,10681.52,3,0,0,2,1,8260.49
18,2025-05-20,1,2,10185.79,8417.1,10995.2,3,0,0,3,1,9552.58
18,2025-05-21,2,3,11529.47,9500.91,13241.52,3,0,0,1,1,12414.32
18,2025-05-22,3,1,10943.58,8763.48,14988.31,3,0,0,2,1,11512.69
18,2025-05-23,4,1,11135.18,8641.61,14226.65,3,0,0,3,1,10711.2
18,2025-05-24,5,3,11971.48,7469.63,14475.73,3,0,0,3,1,12785.81
18,2025-05-25,6,3,14598.37,10048.45,15562.93,3,1,0,3,1,13339.2
18,2025-05-26,0,3,8088.63,6486.57,18977.89,3,0,0,2,1,7401.77
18,2025-05-27,1,3,10820.03,8333.38,10515.22,3,0,0,3,1,11455.59
18,2025-05-28,2,3,10828.14,7703.14,14066.04,3,0,0,3,1,11590.15
18,2025-05-29,3,3,11930.57,9374.18,14076.58,3,0,0,3,1,12212.02
18,2025-05-30,4,3,16744.86,11766.35,15509.74,3,0,1,1,1,15489.1
18,2025-05-31,5,1,14838.56,9835.53,21768.31,3,0,0,3,1,14506.32
18,2025-06-01,6,4,8897.14,7182.9,19290.13,3,0,0,2,1,9664.99
18,2025-06-02,0,1,22103.27,16586.86,11566.28,3,0,0,3,1,20605.62
18,2025-06-03,1,4,10858.8,7589.71,28734.25,3,0,0,1,1,9825.28
18,2025-06-04,2,2,11016.7,8046.41,14116.44,3,0,0,1,1,11454.67
18,2025-06-05,3,2,9279.11,5752.25,14321.7,3,0,0,3,1,9056.9
18,2025-06-06,4,4,17812.6,12431.29,12062.85,3,0,1,1,1,16286.6
18,2025-06-07,5,4,14894.79,11871.31,23156.38,3,0,0,1,1,14811.8
18,2025-06-08,6,3,7121.82,5187.05,19363.22,3,0,0,1,1,7301.12
18,2025-06-09,0,1,8546.97,7564.33,9258.36,3,0,0,2,1,8907.69
18,2025-06-10,1,2,11187.79,9528.36,11111.06,3,0,0,1,1,11237.66
18,2025-06-11,2,2,5855.6,3628.19,14544.13,3,0,0,3,1,5789.44
18,2025-06-12,3,4,9910.59,5986.09,7612.28,3,0,0,1,1,9788.63
18,2025-06-13,4,4,13527.5,8887.77,12883.77,3,0,0,2,1,13179.55
18,2025-06-14,5,3,12093.08,10433.48,17585.75,3,0,0,3,1,11171.25
18,2025-06-15,6,4,9989.01,7702.59,15721.0,3,0,0,2,1,10801.87
18,2025-06-16,0,3,12624.27,10547.02,12985.71,3,0,0,1,1,11391.51
18,2025-06-17,1,4,9194.35,5762.71,16411.55,3,0,0,1,1,8695.02
18,2025-06-18,2,2,11493.07,8402.52,11952.65,3,0,0,2,1,10821.67
18,2025-06-19,3,4,11646.63,8114.17,14940.99,3,0,0,1,1,12222.73
18,2025-06-20,4,2,15799.58,10381.4,15140.62,3,1,0,2,1,17370.24
18,2025-06-21,5,2,11073.77,9965.8,20539.45,3,0,0,3,1,11742.82
18,2025-06-22,6,4,7385.0,5085.2,14395.9,3,0,0,1,1,7899.1
18,2025-06-23,0,3,10202.58,7939.52,9600.5,3,0,0,1,1,10964.98
18,2025-06-24,1,3,25625.09,15977.17,13263.35,3,0,0,2,1,26759.4
18,2025-06-25,2,2,12766.55,11112.17,33312.61,3,0,0,3,1,11544.34
18,2025-06-26,3,4,10391.77,6597.53,16596.52,3,0,0,1,1,10297.61
18,2025-06-27,4,4,13507.74,11256.16,13509.3,3,0,0,3,1,13920.69
18,2025-06-28,5,1,14194.73,10900.85,17560.06,3,0,0,1,1,14471.88
18,2025-06-29,6,1,16483.47,12654.89,18453.15,3,1,0,3,1,15755.55
19,2025-01-01,2,2,13242.85,10165.74,22099.5,2,0,0,3,0,14434.14
19,2025-01-02,3,2,21012.84,16370.63,17215.7,2,0,1,1,0,19581.56
19,2025-01-03,4,3,25157.14,22381.49,27316.69,2,1,0,2,0,23125.47
19,2025-01-04,5,3,17712.57,13777.44,32704.28,2,0,0,3,0,18687.51
19,2025-01-05,6,3,12474.64,8981.72,23026.34,2,0,0,2,0,13005.45
19,2025-01-06,0,2,14339.75,11210.05,16217.04,2,0,0,3,0,14985.59
19,2025-01-07,1,2,16869.28,12979.98,18641.68,2,0,0,3,0,17897.68
19,2025-01-08,2,1,22050.16,13621.12,21930.07,2,0,1,1,0,20246.28
19,2025-01-09,3,4,16558.86,14702.59,28665.21,2,0,0,3,0,15734.36
19,2025-01-10,4,4,17360.73,15439.84,21526.52,2,0,0,2,0,18509.26
19,2025-01-11,5,4,18169.19,12445.46,22568.95,2,0,0,3,0,19018.27
19,2025-01-12,6,2,15160.86,12289.25,23619.95,2,0,0,1,0,15171.8
19,2025-01-13,0,4,14923.68,12085.54,19709.12,2,0,0,2,0,15285.24
19,2025-01-14,1,2,15458.79,9593.25,19400.79,2,0,0,1,0,16757.43
19,2025-01-15,2,2,15558.59,10804.98,20096.43,2,0,0,1,0,16709.77
19,2025-01-16,3,2,13909.83,10458.26,20226.17,2,0,0,2,0,12689.91
19,2025-01-17,4,3,16463.79,14542.12,18082.78,2,0,0,2,0,15099.94
19,2025-01-18,5,2,18606.44,16381.7,21402.93,2,0,0,3,0,18273.69
19,2025-01-19,6,2,15627.81,11183.04,24188.37,2,0,0,1,0,16881.84
19,2025-01-20,0,4,17217.17,15238.36,20316.16,2,0,0,1,0,15863.68
19,2025-01-21,1,2,21807.1,19546.12,22382.32,2,1,0,3,0,22211.89
19,2025-01-22,2,3,15051.25,11199.67,28349.23,2,0,0,2,0,13992.3
19,2025-01-23,3,3,13980.13,8679.82,19566.62,2,0,0,3,0,14215.94
19,2025-01-24,4,4,16658.22,11663.19,18174.17,2,0,0,2,0,16850.59
19,2025-01-25,5,4,18255.44,12624.03,21655.69,2,0,0,3,0,19086.19
19,2025-01-26,6,2,13099.52,11682.16,23732.07,2,0,0,3,0,13438.4
19,2025-01-27,0,1,14515.58,11961.53,17029.37,2,0,0,2,0,14260.89
19,2025-01-28,1,4,14580.11,10421.55,18870.25,2,0,0,2,0,14142.11
19,2025-01-29,2,1,15607.18,10078.07,18954.15,2,0,0,2,0,15329.46
19,2025-01-30,3,2,33960.59,27206.61,20289.33,2,1,1,2,0,32201.33
19,2025-01-31,4,4,18002.96,16089.53,44148.77,2,0,0,3,0,16413.8
19,2025-02-01,5,1,17514.89,10774.17,23403.84,2,0,0,1,0,18878.48
19,2025-02-02,6,1,12224.74,10529.47,22769.36,2,0,0,1,0,12044.42
19,2025-02-03,0,1,16765.26,11319.0,15892.17,2,0,0,1,0,17070.22
19,2025-02-04,1,2,14026.75,8585.39,21794.84,2,0,0,3,0,12817.48
19,2025-02-05,2,3,15545.07,11098.91,18234.78,2,0,0,3,0,14129.97
19,2025-02-06,3,1,31367.61,25357.62,20208.59,2,0,0,2,0,29680.19
19,2025-02-07,4,1,18314.79,15271.4,40777.89,2,0,0,2,0,18837.31
19,2025-02-08,5,2,18505.62,11679.36,23809.22,2,0,0,2,0,17659.85
19,2025-02-09,6,1,16035.26,13958.68,24057.3,2,0,0,2,0,17015.66
19,2025-02-10,0,4,16868.92,14183.25,20845.84,2,0,0,3,0,17240.13
19,2025-02-11,1,1,15405.98,12797.11,21929.59,2,0,0,3,0,14109.62
19,2025-02-12,2,2,16575.7,12205.47,20027.77,2,0,0,3,0,15531.82
19,2025-02-13,3,2,13660.53,11924.87,21548.41,2,0,0,3,0,13518.18
19,2025-02-14,4,2,16879.17,13401.64,17758.68,2,0,0,3,0,18241.47
19,2025-02-15,5,2,18834.13,15273.48,21942.92,2,0,0,2,0,17049.98
19,2025-02-16,6,3,17064.06,14910.39,24484.37,2,0,0,1,0,17361.41
19,2025-02-17,0,4,19752.4,15977.8,22183.28,2,1,0,1,0,21493.0
19,2025-02-18,1,2,13282.51,10227.84,25678.12,2,0,0,2,0,13141.05
19,2025-02-19,2,2,15745.02,9636.15,17267.26,2,0,0,1,0,14225.2
19,2025-02-20,3,4,13931.2,12310.43,20468.52,2,0,0,2,0,12574.2
19,2025-02-21,4,3,19550.61,16668.02,18110.56,2,0,0,1,0,21314.22
19,2025-02-22,5,2,25063.16,17694.58,25415.8,2,1,0,1,0,22913.67
19,2025-02-23,6,1,13755.48,12254.42,32582.11,2,0,0,3,0,14430.38
19,2025-02-24,0,4,12002.78,8302.31,17882.12,2,0,0,3,0,11374.76
19,2025-02-25,1,4,16439.63,14005.5,15603.61,2,0,0,3,0,17891.68
19,2025-02-26,2,4,19064.42,12280.54,21371.52,2,1,0,1,0,20839.5
19,2025-02-27,3,3,15724.27,9548.44,24783.75,2,0,0,2,0,14937.63
19,2025-02-28,4,4,20293.78,16602.66,20441.55,2,0,0,2,0,21477.96
19,2025-03-01,5,3,17378.08,12589.46,26381.91,2,0,0,3,0,18021.69
19,2025-03-02,6,3,12830.29,11220.75,22591.5,2,0,0,3,0,13942.1
19,2025-03-03,0,2,14356.99,11632.18,16679.38,2,0,0,3,0,15395.48
19,2025-03-04,1,3,20430.58,14961.35,18664.09,2,1,0,1,0,20916.03
19,2025-03-05,2,4,14362.77,8798.09,26559.75,2,0,0,1,0,14374.39
19,2025-03-06,3,1,21828.88,13391.49,18671.59,2,1,0,1,0,22076.38
19,2025-03-07,4,2,16170.14,13532.92,28377.54,2,0,0,3,0,15180.13
19,2025-03-08,5,4,16049.0,11998.88,21021.18,2,0,0,1,0,16106.52
19,2025-03-09,6,1,14708.96,11098.74,20863.7,2,0,0,2,0,14766.59
19,2025-03-10,0,2,18102.28,14039.7,19121.65,2,0,0,1,0,16935.54
19,2025-03-11,1,3,15568.19,13147.19,23532.97,2,0,0,1,0,15082.71
19,2025-03-12,2,2,12671.74,7642.21,20238.65,2,0,0,3,0,12450.29
19,2025-03-13,3,3,14615.75,10953.08,16473.26,2,0,0,1,0,13695.4
19,2025-03-14,4,2,25739.98,21961.67,19000.47,2,1,0,1,0,26855.4
19,2025-03-15,5,3,15338.04,10633.33,33461.97,2,0,0,2,0,15721.4
19,2025-03-16,6,2,15977.97,12093.29,19939.45,2,0,0,1,0,16456.88
19,2025-03-17,0,2,13798.09,11181.36,20771.36,2,0,0,1,0,14489.81
19,2025-03-18,1,2,15513.42,10592.9,17937.52,2,0,0,2,0,15288.42
19,2025-03-19,2,1,10456.25,7345.25,20167.45,2,0,0,3,0,11500.72
19,2025-03-20,3,3,14004.46,11672.84,13593.12,2,0,0,1,0,14988.26
19,2025-03-21,4,3,21908.23,17641.81,18205.79,2,1,0,1,0,20343.97
19,2025-03-22,5,4,18225.06,15588.13,28480.7,2,0,0,2,0,19142.92
19,2025-03-23,6,1,14039.44,11532.8,23692.58,2,0,0,2,0,14855.58
19,2025-03-24,0,1,15262.74,9203.99,18251.27,2,0,0,1,0,16390.31
19,2025-03-25,1,1,20292.27,18094.53,19841.56,2,1,0,2,0,20742.24
19,2025-03-26,2,3,19733.97,12583.12,26379.95,2,1,0,3,0,21067.58
19,2025-03-27,3,2,20687.4,16477.39,25654.16,2,1,0,3,0,19809.59
19,2025-03-28,4,2,14879.04,13044.22,26893.62,2,0,0,3,0,15619.5
19,2025-03-29,5,2,17164.49,11331.91,19342.75,2,0,0,1,0,15992.12
19,2025-03-30,6,1,12808.14,10428.57,22313.83,2,0,0,1,0,13757.46
19,2025-03-31,0,4,13366.39,9218.48,16650.58,2,0,0,1,0,12048.98
19,2025-04-01,1,3,16335.17,13118.21,17376.31,2,0,0,3,0,16460.1
19,2025-04-02,2,1,16100.7,10958.33,21235.72,2,0,0,1,0,15907.37
19,2025-04-03,3,4,13985.81,11461.34,20930.91,2,0,0,1,0,13902.84
19,2025-04-04,4,2,16664.96,13347.84,18181.55,2,0,0,3,0,17877.54
19,2025-04-05,5,2,18023.63,12732.37,21664.45,2,0,0,1,0,19443.91
19,2025-04-06,6,4,16973.69,13132.93,23430.71,2,0,0,3,0,16047.47
19,2025-04-07,0,3,14886.31,11882.88,22065.8,2,0,0,3,0,14348.03
19,2025-04-08,1,2,13320.56,11272.8,19352.2,2,0,0,1,0,12901.93
19,2025-04-09,2,4,14417.87,9642.68,17316.73,2,0,0,2,0,13151.93
19,2025-04-10,3,1,13758.66,10939.14,18743.23,2,0,0,1,0,13306.81
19,2025-04-11,4,2,41306.03,27803.95,17886.26,2,1,1,2,0,43910.14
19,2025-04-12,5,3,19152.33,14476.91,53697.84,2,0,0,2,0,19449.28
19,2025-04-13,6,3,13743.34,11144.54,24898.03,2,0,0,2,0,14568.86
19,2025-04-14,0,2,14373.41,12855.39,17866.34,2,0,0,2,0,13238.7
19,2025-04-15,1,3,14245.31,11842.31,18685.43,2,0,0,1,0,13124.52
19,2025-04-16,2,1,14334.32,11696.37,18518.9,2,0,0,1,0,14768.31
19,2025-04-17,3,4,17278.28,10545.47,18634.61,2,0,0,3,0,18308.88
19,2025-04-18,4,1,20660.7,16826.97,22461.77,2,0,0,2,0,21412.79
19,2025-04-19,5,4,18557.73,13668.36,26858.91,2,0,0,3,0,17199.0
19,2025-04-20,6,4,14898.03,13338.31,24125.05,2,0,0,2,0,14767.69
19,2025-04-21,0,4,13567.54,8189.22,19367.44,2,0,0,2,0,14062.86
19,2025-04-22,1,1,15139.46,12133.16,17637.81,2,0,0,2,0,14973.38
19,2025-04-23,2,3,20991.51,18762.87,19681.3,2,1,0,1,0,19659.55
19,2025-04-24,3,1,16827.97,14883.76,27288.96,2,0,0,3,0,15820.97
19,2025-04-25,4,1,28730.94,21028.66,21876.35,2,0,1,3,0,30156.58
19,2025-04-26,5,4,16913.51,12657.56,37350.22,2,0,0,1,0,15363.1
19,2025-04-27,6,3,11649.71,8609.2,21987.57,2,0,0,2,0,10656.88
19,2025-04-28,0,1,16320.15,12145.63,15144.62,2,0,0,1,0,15533.43
19,2025-04-29,1,2,15346.29,11524.72,21216.19,2,0,0,1,0,15677.48
19,2025-04-30,2,1,14080.04,8811.4,19950.18,2,0,0,3,0,13211.73
19,2025-05-01,3,3,15359.52,9453.09,18304.06,2,0,0,1,0,14503.13
19,2025-05-02,4,4,17819.65,12291.48,19967.38,2,0,0,1,0,18445.26
19,2025-05-03,5,4,23191.98,14592.18,23165.54,2,1,0,2,0,24535.23
19,2025-05-04,6,1,18172.81,11027.11,30149.58,2,0,0,2,0,16460.38
19,2025-05-05,0,4,16157.24,13550.8,23624.65,2,0,0,2,0,16341.68
19,2025-05-06,1,2,16894.78,15001.23,21004.42,2,0,0,2,0,17251.1
19,2025-05-07,2,4,12217.28,9293.68,21963.21,2,0,0,3,0,12451.78
19,2025-05-08,3,3,13204.07,11641.6,15882.46,2,0,0,1,0,12705.59
19,2025-05-09,4,3,20065.32,15424.3,17165.3,2,0,0,1,0,19177.03
19,2025-05-10,5,1,16984.16,11403.71,26084.92,2,0,0,2,0,15941.96
19,2025-05-11,6,4,19943.77,17719.14,22079.41,2,0,1,3,0,21843.25
19,2025-05-12,0,3,12818.84,10997.72,25926.9,2,0,0,3,0,12783.19
19,2025-05-13,1,3,14286.11,10527.21,16664.49,2,0,0,2,0,13452.05
19,2025-05-14,2,4,15940.26,10358.89,18571.95,2,0,0,2,0,17218.26
19,2025-05-15,3,2,13240.38,10153.02,20722.34,2,0,0,1,0,13588.73
19,2025-05-16,4,4,17646.31,11724.87,17212.5,2,0,0,3,0,16495.07
19,2025-05-17,5,3,15771.85,13596.73,22940.21,2,0,0,1,0,16634.46
19,2025-05-18,6,2,15133.05,11626.3,20503.41,2,0,0,3,0,15640.19
19,2025-05-19,0,3,14521.68,9237.04,19672.96,2,0,0,1,0,14861.53
19,2025-05-20,1,4,15418.0,13667.41,18878.18,2,0,0,1,0,13939.68
19,2025-05-21,2,4,20564.02,13680.73,20043.4,2,1,0,2,0,21492.98
19,2025-05-22,3,2,14250.57,8866.05,26733.22,2,0,0,3,0,15553.14
19,2025-05-23,4,1,20256.9,18168.56,18525.74,2,0,0,2,0,21505.09
19,2025-05-24,5,3,15706.13,13122.73,26333.97,2,0,0,3,0,15651.64
19,2025-05-25,6,3,13469.35,11758.22,20417.97,2,0,0,2,0,14752.48
19,2025-05-26,0,3,16734.19,10162.12,17510.16,2,0,0,2,0,16221.67
19,2025-05-27,1,3,18519.49,14034.31,21754.45,2,0,0,1,0,16708.46
19,2025-05-28,2,3,13427.04,9590.27,24075.34,2,0,0,3,0,12103.87
19,2025-05-29,3,4,15175.57,10569.25,17455.15,2,0,0,3,0,15144.22
19,2025-05-30,4,1,16498.63,12838.95,19728.24,2,0,0,3,0,18067.59
19,2025-05-31,5,1,19854.18,12640.68,21448.21,2,0,0,1,0,19557.02
19,2025-06-01,6,1,14714.12,9413.68,25810.43,2,0,0,3,0,14391.28
19,2025-06-02,0,2,13466.07,9601.68,19128.35,2,0,0,1,0,13575.53
19,2025-06-03,1,4,14452.78,9898.44,17505.89,2,0,0,1,0,14809.51
19,2025-06-04,2,1,14914.87,10259.92,18788.61,2,0,0,2,0,14206.2
19,2025-06-05,3,2,13901.0,9051.47,19389.33,2,0,0,1,0,12901.14
19,2025-06-06,4,1,19745.5,17554.49,18071.3,2,0,0,1,0,19162.54
19,2025-06-07,5,4,15729.79,10990.92,25669.14,2,0,0,2,0,15641.01
19,2025-06-08,6,1,16249.94,11739.17,20448.72,2,0,0,1,0,14746.39
19,2025-06-09,0,4,15853.03,13396.45,21124.93,2,0,0,1,0,14930.65
19,2025-06-10,1,4,16130.32,13265.99,20608.94,2,0,0,3,0,15030.44
19,2025-06-11,2,1,14596.22,12350.12,20969.41,2,0,0,1,0,13533.69
19,2025-06-12,3,4,14368.27,9067.15,18975.09,2,0,0,1,0,14406.76
19,2025-06-13,4,3,17372.73,13370.39,18678.75,2,0,0,2,0,18087.15
19,2025-06-14,5,1,29726.02,25859.88,22584.55,2,0,1,3,0,29373.37
19,2025-06-15,6,3,15575.57,12320.17,38643.83,2,0,0,3,0,15694.53
19,2025-06-16,0,3,16327.12,11482.41,20248.24,2,0,0,3,0,16870.74
19,2025-06-17,1,3,13391.95,9558.37,21225.26,2,0,0,1,0,12522.51
19,2025-06-18,2,2,14073.16,10653.67,17409.54,2,0,0,2,0,13734.42
19,2025-06-19,3,4,17374.37,14883.64,18295.11,2,0,0,2,0,17650.7
19,2025-06-20,4,3,18202.03,11937.16,22586.68,2,0,0,2,0,16494.78
19,2025-06-21,5,1,18104.59,13148.81,23662.64,2,0,0,1,0,18653.76
19,2025-06-22,6,4,16249.94,10225.16,23535.96,2,0,0,2,0,16485.15
19,2025-06-23,0,3,15938.09,12017.68,21124.92,2,0,0,2,0,16399.58
19,2025-06-24,1,1,15227.42,10564.16,20719.52,2,0,0,2,0,14210.88
19,2025-06-25,2,2,11394.98,8653.63,19795.65,2,0,0,3,0,11961.67
